dataset,method,ef,run_id,recall,qps,threads,query_contexts,top_k,metric,measurement_mode,protocol_fingerprint,campaign_id,binary_sha256,variant,lavd_bits,index_region_bytes,lavd_region_bytes,layout_env,processed_queries,expected_queries,failed_queries,p50_us,p95_us,p99_us,mean_latency_us,posts_per_query,bytes_per_query,network_us,compute_us,meta_us,deserialize_us,source,source_sha256,query_pool_manifest,query_pool_manifest_sha256,query_path,groundtruth_path,query_canonical_sha256,groundtruth_canonical_sha256,query_file_sha256,groundtruth_file_sha256
SIFT10M,SHINE,300.0,r1,0.98817,620.0,10,10,10,l2,fixed_query_pool,b43afc8b0f7a1f635069bdf930c5ec1e8692f5146ad62c32e311c447365934e1,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,shine_path,0,17179869184,0,none,10000,10000,0,33258.261,41683.628000000004,43872.934,,5175.1149,2646781.8396,,,,,raw_sources/text_sift/sw/r1.csv,13b494043e8f1b6bfd04aab3a32d68d954a3a743bb4c4c8e449ac69e60743c35,sift10m_shine.json,91493e9adb4ea476f5564ba9c60fda9b977f12a0e4d73d00275c6bb7b6a32854,/home/kvgroup/chaomei/hnsw-data/sift10m/queries/query-uniform.fbin,/home/kvgroup/chaomei/hnsw-data/sift10m/queries/groundtruth-uniform.bin,6fc3c31f8d2f2020255aada4b39d002ef1525664755b1343e3e426f009e162f0,84007548401b9edd0f307ba28c91af3b8baee1ba1593beb87b6a4008fa212b96,a2cb2d182b19db70240ebd4bce3b75b8994ea9927a112d4bf0e955815bdac548,cd6340e0c48fa8f825ea8670c74bad9127ee578082a2808b4999858d0aec7c7e
SIFT10M,SlabWalk,300.0,r1,0.98817,6172.0,10,10,10,l2,fixed_query_pool,81186a1688ad9bd8019fdae35d53a6b31fb032d5c5fb7b35d68a18c7509a5790,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,slabwalk_expansion,8,17179869184,42949672960,SHINE_CRANE=1 GB_BITMAP_DEDUP=1 SHINE_LAVD_NATIVE_PACKED_WRITE=1 SHINE_LAVD_VARBLOCK=1 SHINE_LAVD_BUILD_THREADS=20 SHINE_LAVD_BUILD_CPU_BASE=1 SHINE_LAVD_BUILD_CPU_STRIDE=2,10000,10000,0,3193.116,3446.134,3541.377,,302.0309,1070020.3016,,,,,raw_sources/text_sift/sw/r1.csv,13b494043e8f1b6bfd04aab3a32d68d954a3a743bb4c4c8e449ac69e60743c35,sift10m_slabwalk.json,d58097e37e74b6216cdbf13c0aae955b25fb8121ac99d59f6185d862f70855c1,/home/kvgroup/chaomei/hnsw-data/sift10m/queries/query-uniform.fbin,/home/kvgroup/chaomei/hnsw-data/sift10m/queries/groundtruth-uniform.bin,6fc3c31f8d2f2020255aada4b39d002ef1525664755b1343e3e426f009e162f0,84007548401b9edd0f307ba28c91af3b8baee1ba1593beb87b6a4008fa212b96,a2cb2d182b19db70240ebd4bce3b75b8994ea9927a112d4bf0e955815bdac548,cd6340e0c48fa8f825ea8670c74bad9127ee578082a2808b4999858d0aec7c7e
TTI10M,SHINE,100.0,r2,0.79974,1684.0,10,10,10,ip,fixed_query_pool,0a5541d2f8cdee4dc1b66f2ba8f282fa4b23efd84216b6b44ee3f892081b75f2,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,shine_path,0,17179869184,0,none,10000,10000,0,11671.579,16590.387,20774.243000000002,,1843.7564,1435282.65,,,,,raw_sources/text_sift/sw/r2.csv,679f3bd778605e5a43716500fb4e4688d7a1fd78a197ba0c3b4417aeefca396e,tti10m_shine.json,17a13dc96a603675901a2e217dd29368b065f0fc5edb6430882471c5d85e118d,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/query-u10k.fbin,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/groundtruth-u10k.bin,3a61d70abbd6d12ce46d3dae5650b7ae79828c155b32813d180024d293e3cb85,55e07ca3d7bd38ec22dab631ca4272753cad0566c8173dc31839bb62956e7640,2a520db6f53400df11ccaa758893da6b22cabef9c17f27ac508ffc67d9160fa0,ffba593187bf1f9b148328301a4844fed4571f7bb42ba72c6fb48d2381aebbe0
TTI10M,SlabWalk,100.0,r2,0.72041,14210.0,10,10,10,ip,fixed_query_pool,4b5914d8fa755785c1fee8a82d74f836f105ddbb4d9e88723b8b3ea1ad098791,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,slabwalk_expansion,8,17179869184,42949672960,SHINE_CRANE=1 GB_BITMAP_DEDUP=1 SHINE_LAVD_NATIVE_PACKED_WRITE=1 SHINE_LAVD_VARBLOCK=1 SHINE_LAVD_BUILD_THREADS=20 SHINE_LAVD_BUILD_CPU_BASE=1 SHINE_LAVD_BUILD_CPU_STRIDE=2,10000,10000,0,1324.011,1839.3220000000001,2397.157,,111.6711,508036.3456,,,,,raw_sources/text_sift/sw/r2.csv,679f3bd778605e5a43716500fb4e4688d7a1fd78a197ba0c3b4417aeefca396e,tti10m_slabwalk.json,9ee8036ed9d3dc5d311b9ccb39725afc30a5048c6978c464b8b7293bf2c42f01,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/query-u10k.fbin,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/groundtruth-u10k.bin,3a61d70abbd6d12ce46d3dae5650b7ae79828c155b32813d180024d293e3cb85,55e07ca3d7bd38ec22dab631ca4272753cad0566c8173dc31839bb62956e7640,2a520db6f53400df11ccaa758893da6b22cabef9c17f27ac508ffc67d9160fa0,ffba593187bf1f9b148328301a4844fed4571f7bb42ba72c6fb48d2381aebbe0
TTI10M,SHINE,150.0,r2,0.84374,1237.0,10,10,10,ip,fixed_query_pool,e75060163ca2f4f9806d10a3d3ba00c90e415f055f897cf5a2e9c82e44406713,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,shine_path,0,17179869184,0,none,10000,10000,0,16049.011,22306.743000000002,27886.041,,2504.6338,1946377.526,,,,,raw_sources/text_sift/sw/r2.csv,679f3bd778605e5a43716500fb4e4688d7a1fd78a197ba0c3b4417aeefca396e,tti10m_shine.json,17a13dc96a603675901a2e217dd29368b065f0fc5edb6430882471c5d85e118d,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/query-u10k.fbin,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/groundtruth-u10k.bin,3a61d70abbd6d12ce46d3dae5650b7ae79828c155b32813d180024d293e3cb85,55e07ca3d7bd38ec22dab631ca4272753cad0566c8173dc31839bb62956e7640,2a520db6f53400df11ccaa758893da6b22cabef9c17f27ac508ffc67d9160fa0,ffba593187bf1f9b148328301a4844fed4571f7bb42ba72c6fb48d2381aebbe0
TTI10M,SlabWalk,150.0,r2,0.76473,9915.0,10,10,10,ip,fixed_query_pool,3099935b11673e1d4837ebc037034e8660fec62f55527d8c57e294aa397f8f5d,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,slabwalk_expansion,8,17179869184,42949672960,SHINE_CRANE=1 GB_BITMAP_DEDUP=1 SHINE_LAVD_NATIVE_PACKED_WRITE=1 SHINE_LAVD_VARBLOCK=1 SHINE_LAVD_BUILD_THREADS=20 SHINE_LAVD_BUILD_CPU_BASE=1 SHINE_LAVD_BUILD_CPU_STRIDE=2,10000,10000,0,1919.958,2548.214,3368.906,,162.7328,741189.1688,,,,,raw_sources/text_sift/sw/r2.csv,679f3bd778605e5a43716500fb4e4688d7a1fd78a197ba0c3b4417aeefca396e,tti10m_slabwalk.json,9ee8036ed9d3dc5d311b9ccb39725afc30a5048c6978c464b8b7293bf2c42f01,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/query-u10k.fbin,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/groundtruth-u10k.bin,3a61d70abbd6d12ce46d3dae5650b7ae79828c155b32813d180024d293e3cb85,55e07ca3d7bd38ec22dab631ca4272753cad0566c8173dc31839bb62956e7640,2a520db6f53400df11ccaa758893da6b22cabef9c17f27ac508ffc67d9160fa0,ffba593187bf1f9b148328301a4844fed4571f7bb42ba72c6fb48d2381aebbe0
TTI10M,SHINE,200.0,r2,0.87107,987.0,10,10,10,ip,fixed_query_pool,08fb25f59be7a20d9db927a0fcba94cdcb81c4840976b91b18b33a0c15106c14,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,shine_path,0,17179869184,0,none,10000,10000,0,20123.436,27992.458000000002,34247.066,,3136.8976,2434050.9796,,,,,raw_sources/text_sift/sw/r2.csv,679f3bd778605e5a43716500fb4e4688d7a1fd78a197ba0c3b4417aeefca396e,tti10m_shine.json,17a13dc96a603675901a2e217dd29368b065f0fc5edb6430882471c5d85e118d,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/query-u10k.fbin,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/groundtruth-u10k.bin,3a61d70abbd6d12ce46d3dae5650b7ae79828c155b32813d180024d293e3cb85,55e07ca3d7bd38ec22dab631ca4272753cad0566c8173dc31839bb62956e7640,2a520db6f53400df11ccaa758893da6b22cabef9c17f27ac508ffc67d9160fa0,ffba593187bf1f9b148328301a4844fed4571f7bb42ba72c6fb48d2381aebbe0
TTI10M,SlabWalk,200.0,r2,0.79052,7650.0,10,10,10,ip,fixed_query_pool,fba860a55f7a8d56a85712de185eaa179b5e63c43d4f461387a1d91babf9429e,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,slabwalk_expansion,8,17179869184,42949672960,SHINE_CRANE=1 GB_BITMAP_DEDUP=1 SHINE_LAVD_NATIVE_PACKED_WRITE=1 SHINE_LAVD_VARBLOCK=1 SHINE_LAVD_BUILD_THREADS=20 SHINE_LAVD_BUILD_CPU_BASE=1 SHINE_LAVD_BUILD_CPU_STRIDE=2,10000,10000,0,2509.991,3215.226,4277.256,,213.3826,972361.6272,,,,,raw_sources/text_sift/sw/r2.csv,679f3bd778605e5a43716500fb4e4688d7a1fd78a197ba0c3b4417aeefca396e,tti10m_slabwalk.json,9ee8036ed9d3dc5d311b9ccb39725afc30a5048c6978c464b8b7293bf2c42f01,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/query-u10k.fbin,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/groundtruth-u10k.bin,3a61d70abbd6d12ce46d3dae5650b7ae79828c155b32813d180024d293e3cb85,55e07ca3d7bd38ec22dab631ca4272753cad0566c8173dc31839bb62956e7640,2a520db6f53400df11ccaa758893da6b22cabef9c17f27ac508ffc67d9160fa0,ffba593187bf1f9b148328301a4844fed4571f7bb42ba72c6fb48d2381aebbe0
TTI10M,SHINE,300.0,r2,0.9049,713.0,10,10,10,ip,fixed_query_pool,ce78d1fcd910f0898a71e862608da8fda9d92296ac8419fafe756663bffed702,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,shine_path,0,17179869184,0,none,10000,10000,0,27970.746,39001.613,46578.101,,4343.1042,3361776.2588,,,,,raw_sources/text_sift/sw/r2.csv,679f3bd778605e5a43716500fb4e4688d7a1fd78a197ba0c3b4417aeefca396e,tti10m_shine.json,17a13dc96a603675901a2e217dd29368b065f0fc5edb6430882471c5d85e118d,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/query-u10k.fbin,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/groundtruth-u10k.bin,3a61d70abbd6d12ce46d3dae5650b7ae79828c155b32813d180024d293e3cb85,55e07ca3d7bd38ec22dab631ca4272753cad0566c8173dc31839bb62956e7640,2a520db6f53400df11ccaa758893da6b22cabef9c17f27ac508ffc67d9160fa0,ffba593187bf1f9b148328301a4844fed4571f7bb42ba72c6fb48d2381aebbe0
TTI10M,SlabWalk,300.0,r2,0.82384,5249.0,10,10,10,ip,fixed_query_pool,f09b77e90f25b28d7e156ac0fda3615dd6db6ca79e6a7a9e505dc18074e190ed,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,slabwalk_expansion,8,17179869184,42949672960,SHINE_CRANE=1 GB_BITMAP_DEDUP=1 SHINE_LAVD_NATIVE_PACKED_WRITE=1 SHINE_LAVD_VARBLOCK=1 SHINE_LAVD_BUILD_THREADS=20 SHINE_LAVD_BUILD_CPU_BASE=1 SHINE_LAVD_BUILD_CPU_STRIDE=2,10000,10000,0,3692.698,4552.231,6223.126,,315.1871,1435762.2224,,,,,raw_sources/text_sift/sw/r2.csv,679f3bd778605e5a43716500fb4e4688d7a1fd78a197ba0c3b4417aeefca396e,tti10m_slabwalk.json,9ee8036ed9d3dc5d311b9ccb39725afc30a5048c6978c464b8b7293bf2c42f01,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/query-u10k.fbin,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/groundtruth-u10k.bin,3a61d70abbd6d12ce46d3dae5650b7ae79828c155b32813d180024d293e3cb85,55e07ca3d7bd38ec22dab631ca4272753cad0566c8173dc31839bb62956e7640,2a520db6f53400df11ccaa758893da6b22cabef9c17f27ac508ffc67d9160fa0,ffba593187bf1f9b148328301a4844fed4571f7bb42ba72c6fb48d2381aebbe0
TTI10M,SHINE,500.0,r2,0.93526,468.0,10,10,10,ip,fixed_query_pool,e95fa1606de1e40d04ddbadb50080b88b509895c491ac7a32d576699f119c09c,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,shine_path,0,17179869184,0,none,10000,10000,0,42660.415,59984.537000000004,68594.155,,6588.4751,5081895.302,,,,,raw_sources/text_sift/sw/r2.csv,679f3bd778605e5a43716500fb4e4688d7a1fd78a197ba0c3b4417aeefca396e,tti10m_shine.json,17a13dc96a603675901a2e217dd29368b065f0fc5edb6430882471c5d85e118d,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/query-u10k.fbin,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/groundtruth-u10k.bin,3a61d70abbd6d12ce46d3dae5650b7ae79828c155b32813d180024d293e3cb85,55e07ca3d7bd38ec22dab631ca4272753cad0566c8173dc31839bb62956e7640,2a520db6f53400df11ccaa758893da6b22cabef9c17f27ac508ffc67d9160fa0,ffba593187bf1f9b148328301a4844fed4571f7bb42ba72c6fb48d2381aebbe0
TTI10M,SlabWalk,500.0,r2,0.85669,3235.0,10,10,10,ip,fixed_query_pool,df218532a94392174aedb703571453ed181348d230df96171f7024d16211d345,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,slabwalk_expansion,8,17179869184,42949672960,SHINE_CRANE=1 GB_BITMAP_DEDUP=1 SHINE_LAVD_NATIVE_PACKED_WRITE=1 SHINE_LAVD_VARBLOCK=1 SHINE_LAVD_BUILD_THREADS=20 SHINE_LAVD_BUILD_CPU_BASE=1 SHINE_LAVD_BUILD_CPU_STRIDE=2,10000,10000,0,6035.438,7108.942,9465.837,,518.1106,2357887.9008,,,,,raw_sources/text_sift/sw/r2.csv,679f3bd778605e5a43716500fb4e4688d7a1fd78a197ba0c3b4417aeefca396e,tti10m_slabwalk.json,9ee8036ed9d3dc5d311b9ccb39725afc30a5048c6978c464b8b7293bf2c42f01,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/query-u10k.fbin,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/groundtruth-u10k.bin,3a61d70abbd6d12ce46d3dae5650b7ae79828c155b32813d180024d293e3cb85,55e07ca3d7bd38ec22dab631ca4272753cad0566c8173dc31839bb62956e7640,2a520db6f53400df11ccaa758893da6b22cabef9c17f27ac508ffc67d9160fa0,ffba593187bf1f9b148328301a4844fed4571f7bb42ba72c6fb48d2381aebbe0
TTI10M,SHINE,800.0,r2,0.9548,314.0,10,10,10,ip,fixed_query_pool,752f377752ddcbc47480038e1bce3921f419afa77dac825b5f1cf78f54e88fa0,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,shine_path,0,17179869184,0,none,10000,10000,0,63478.777,90205.86200000001,100246.278,,9726.7568,7475442.7216,,,,,raw_sources/text_sift/sw/r2.csv,679f3bd778605e5a43716500fb4e4688d7a1fd78a197ba0c3b4417aeefca396e,tti10m_shine.json,17a13dc96a603675901a2e217dd29368b065f0fc5edb6430882471c5d85e118d,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/query-u10k.fbin,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/groundtruth-u10k.bin,3a61d70abbd6d12ce46d3dae5650b7ae79828c155b32813d180024d293e3cb85,55e07ca3d7bd38ec22dab631ca4272753cad0566c8173dc31839bb62956e7640,2a520db6f53400df11ccaa758893da6b22cabef9c17f27ac508ffc67d9160fa0,ffba593187bf1f9b148328301a4844fed4571f7bb42ba72c6fb48d2381aebbe0
TTI10M,SlabWalk,800.0,r2,0.88136,2062.0,10,10,10,ip,fixed_query_pool,ded9b20429b236118c2e855a67a5259b3f9a425e54900405ffbd576758705be7,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,slabwalk_expansion,8,17179869184,42949672960,SHINE_CRANE=1 GB_BITMAP_DEDUP=1 SHINE_LAVD_NATIVE_PACKED_WRITE=1 SHINE_LAVD_VARBLOCK=1 SHINE_LAVD_BUILD_THREADS=20 SHINE_LAVD_BUILD_CPU_BASE=1 SHINE_LAVD_BUILD_CPU_STRIDE=2,10000,10000,0,9528.478000000001,10744.845,14275.487000000001,,821.0509,3729170.0224,,,,,raw_sources/text_sift/sw/r2.csv,679f3bd778605e5a43716500fb4e4688d7a1fd78a197ba0c3b4417aeefca396e,tti10m_slabwalk.json,9ee8036ed9d3dc5d311b9ccb39725afc30a5048c6978c464b8b7293bf2c42f01,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/query-u10k.fbin,/home/kvgroup/chaomei/hnsw-data/tti-10m/queries/groundtruth-u10k.bin,3a61d70abbd6d12ce46d3dae5650b7ae79828c155b32813d180024d293e3cb85,55e07ca3d7bd38ec22dab631ca4272753cad0566c8173dc31839bb62956e7640,2a520db6f53400df11ccaa758893da6b22cabef9c17f27ac508ffc67d9160fa0,ffba593187bf1f9b148328301a4844fed4571f7bb42ba72c6fb48d2381aebbe0
SIFT10M,SHINE,64.0,r2,0.90657,2229.0,10,10,10,l2,fixed_query_pool,7ef5e2ba0e1c294a2dedcdfa7cc98965d77cf8299e15fdba511e6777a70b79b5,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,shine_path,0,17179869184,0,none,10000,10000,0,9109.989,11317.197,12539.079,,1465.7615,751071.2348,,,,,raw_sources/text_sift/sw/r2.csv,679f3bd778605e5a43716500fb4e4688d7a1fd78a197ba0c3b4417aeefca396e,sift10m_shine.json,91493e9adb4ea476f5564ba9c60fda9b977f12a0e4d73d00275c6bb7b6a32854,/home/kvgroup/chaomei/hnsw-data/sift10m/queries/query-uniform.fbin,/home/kvgroup/chaomei/hnsw-data/sift10m/queries/groundtruth-uniform.bin,6fc3c31f8d2f2020255aada4b39d002ef1525664755b1343e3e426f009e162f0,84007548401b9edd0f307ba28c91af3b8baee1ba1593beb87b6a4008fa212b96,a2cb2d182b19db70240ebd4bce3b75b8994ea9927a112d4bf0e955815bdac548,cd6340e0c48fa8f825ea8670c74bad9127ee578082a2808b4999858d0aec7c7e
SIFT10M,SlabWalk,64.0,r2,0.90661,25690.0,10,10,10,l2,fixed_query_pool,d58b218d4855fe23bf7698ae299c0a29bb2106661ea66a2b10c37ba21e12ca65,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,slabwalk_expansion,8,17179869184,42949672960,SHINE_CRANE=1 GB_BITMAP_DEDUP=1 SHINE_LAVD_NATIVE_PACKED_WRITE=1 SHINE_LAVD_VARBLOCK=1 SHINE_LAVD_BUILD_THREADS=20 SHINE_LAVD_BUILD_CPU_BASE=1 SHINE_LAVD_BUILD_CPU_STRIDE=2,10000,10000,0,746.126,857.237,965.197,,67.6217,239400.7976,,,,,raw_sources/text_sift/sw/r2.csv,679f3bd778605e5a43716500fb4e4688d7a1fd78a197ba0c3b4417aeefca396e,sift10m_slabwalk.json,d58097e37e74b6216cdbf13c0aae955b25fb8121ac99d59f6185d862f70855c1,/home/kvgroup/chaomei/hnsw-data/sift10m/queries/query-uniform.fbin,/home/kvgroup/chaomei/hnsw-data/sift10m/queries/groundtruth-uniform.bin,6fc3c31f8d2f2020255aada4b39d002ef1525664755b1343e3e426f009e162f0,84007548401b9edd0f307ba28c91af3b8baee1ba1593beb87b6a4008fa212b96,a2cb2d182b19db70240ebd4bce3b75b8994ea9927a112d4bf0e955815bdac548,cd6340e0c48fa8f825ea8670c74bad9127ee578082a2808b4999858d0aec7c7e
SIFT10M,SHINE,96.0,r2,0.94151,1624.0,10,10,10,l2,fixed_query_pool,b983dbfe72ca790fcc5df8dfaaa7951deb5f5090ce25867fc050b49d8f4b74c6,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,shine_path,0,17179869184,0,none,10000,10000,0,12619.971,15458.732,16582.252,,2009.8959,1029952.5392,,,,,raw_sources/text_sift/sw/r2.csv,679f3bd778605e5a43716500fb4e4688d7a1fd78a197ba0c3b4417aeefca396e,sift10m_shine.json,91493e9adb4ea476f5564ba9c60fda9b977f12a0e4d73d00275c6bb7b6a32854,/home/kvgroup/chaomei/hnsw-data/sift10m/queries/query-uniform.fbin,/home/kvgroup/chaomei/hnsw-data/sift10m/queries/groundtruth-uniform.bin,6fc3c31f8d2f2020255aada4b39d002ef1525664755b1343e3e426f009e162f0,84007548401b9edd0f307ba28c91af3b8baee1ba1593beb87b6a4008fa212b96,a2cb2d182b19db70240ebd4bce3b75b8994ea9927a112d4bf0e955815bdac548,cd6340e0c48fa8f825ea8670c74bad9127ee578082a2808b4999858d0aec7c7e
SIFT10M,SlabWalk,96.0,r2,0.94134,17919.0,10,10,10,l2,fixed_query_pool,8ccaa00d580c027e327f7e552962e79a9c56995d166b22127ec11e2276d3b562,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,slabwalk_expansion,8,17179869184,42949672960,SHINE_CRANE=1 GB_BITMAP_DEDUP=1 SHINE_LAVD_NATIVE_PACKED_WRITE=1 SHINE_LAVD_VARBLOCK=1 SHINE_LAVD_BUILD_THREADS=20 SHINE_LAVD_BUILD_CPU_BASE=1 SHINE_LAVD_BUILD_CPU_STRIDE=2,10000,10000,0,1086.348,1215.633,1319.55,,99.0334,351374.7744,,,,,raw_sources/text_sift/sw/r2.csv,679f3bd778605e5a43716500fb4e4688d7a1fd78a197ba0c3b4417aeefca396e,sift10m_slabwalk.json,d58097e37e74b6216cdbf13c0aae955b25fb8121ac99d59f6185d862f70855c1,/home/kvgroup/chaomei/hnsw-data/sift10m/queries/query-uniform.fbin,/home/kvgroup/chaomei/hnsw-data/sift10m/queries/groundtruth-uniform.bin,6fc3c31f8d2f2020255aada4b39d002ef1525664755b1343e3e426f009e162f0,84007548401b9edd0f307ba28c91af3b8baee1ba1593beb87b6a4008fa212b96,a2cb2d182b19db70240ebd4bce3b75b8994ea9927a112d4bf0e955815bdac548,cd6340e0c48fa8f825ea8670c74bad9127ee578082a2808b4999858d0aec7c7e
SIFT10M,SHINE,128.0,r2,0.95959,1277.0,10,10,10,l2,fixed_query_pool,13504702126d2836092ca459987a598fb0ba7008f0f70c08a7624c4f126e7dd4,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,shine_path,0,17179869184,0,none,10000,10000,0,16093.163,19778.349000000002,20962.412,,2537.9867,1300294.322,,,,,raw_sources/text_sift/sw/r2.csv,679f3bd778605e5a43716500fb4e4688d7a1fd78a197ba0c3b4417aeefca396e,sift10m_shine.json,91493e9adb4ea476f5564ba9c60fda9b977f12a0e4d73d00275c6bb7b6a32854,/home/kvgroup/chaomei/hnsw-data/sift10m/queries/query-uniform.fbin,/home/kvgroup/chaomei/hnsw-data/sift10m/queries/groundtruth-uniform.bin,6fc3c31f8d2f2020255aada4b39d002ef1525664755b1343e3e426f009e162f0,84007548401b9edd0f307ba28c91af3b8baee1ba1593beb87b6a4008fa212b96,a2cb2d182b19db70240ebd4bce3b75b8994ea9927a112d4bf0e955815bdac548,cd6340e0c48fa8f825ea8670c74bad9127ee578082a2808b4999858d0aec7c7e
SIFT10M,SlabWalk,128.0,r2,0.95937,13395.0,10,10,10,l2,fixed_query_pool,5be7b79f798865d9d6625cc7452f759484e9d2b7077410a0c3e38a20d31c67fa,vldb-frontier-text-sift-sw-final-v2-20260714,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,slabwalk_expansion,8,17179869184,42949672960,SHINE_CRANE=1 GB_BITMAP_DEDUP=1 SHINE_LAVD_NATIVE_PACKED_WRITE=1 SHINE_LAVD_VARBLOCK=1 SHINE_LAVD_BUILD_THREADS=20 SHINE_LAVD_BUILD_CPU_BASE=1 SHINE_LAVD_BUILD_CPU_STRIDE=2,10000,10000,0,1414.462,1549.137,1633.81,,130.7053,464116.2504,,,,,raw_sources/text_sift/sw/r2.csv,679f3bd778605e5a43716500fb4e4688d7a1fd78a197ba0c3b4417aeefca396e,sift10m_slabwalk.json,d58097e37e74b6216cdbf13c0aae955b25fb8121ac99d59f6185d862f70855c1,/home/kvgroup/chaomei/hnsw-data/sift10m/queries/query-uniform.fbin,/home/kvgroup/chaomei/hnsw-data/sift10m/queries/groundtruth-uniform.bin,6fc3c31f8d2f2020255aada4b39d002ef1525664755b1343e3e426f009e162f0,84007548401b9edd0f307ba28c91af3b8baee1ba1593beb87b6a4008fa212b96,a2cb2d182b19db70240ebd4bce3b75b8994ea9927a112d4bf0e955815bdac548,cd6340e0c48fa8f825ea8670c74bad9127ee578082a2808b4999858d0aec7c7e
